Id,Category,Name,Description,ReleaseDate
363,Mythology,Hips don't lie,Quia antea spero argumentum virtus vilitas sulum. Cunae cogito neque conor cibo suppellex vicissitudo deludo. Officia ara ara clibanus pariatur vigor. Cariosus verbum adipisci confido atrocitas clarus. Tametsi benigne tracto coniuratio.,Tue Feb 13 1951 20:08:17 GMT-0500 (Eastern Standard Time)
364,Animation,You've Got a Friend,Mollitia utrum verumtamen adamo decretum spargo vere cunae accendo. Verto coniecto usque. Architecto abduco aureus carbo. Voluptatem audeo agnitio bonus trepide suppono terror auxilium dapifer cultellus. Demum vomica tum in stella crebro.,Thu Sep 14 2000 23:14:44 GMT-0400 (Eastern Daylight Time)
365,Thriller,Bohemian Rhapsody,In trepide tersus. Theologus summisse confido deserunt theca. Ducimus adinventitias argumentum curto appono corona. Cumque sodalitas acies aestivus thymbra. Vereor clarus cotidie amet.,Thu Sep 30 1982 07:09:35 GMT-0400 (Eastern Daylight Time)
366,Science Fiction,Rum & Coca-Cola,Tabula cerno sublime carmen turba cogo viridis. Pel suffoco usitas cado thymum nisi tener eligendi. Administratio trucido verecundia odio combibo cetera modi. Ter carcer vulnus. Convoco denuncio charisma.,Wed Mar 11 1992 09:50:42 GMT-0500 (Eastern Standard Time)
367,Fantasy,Chances Are,Derideo vergo cenaculum alo ascit aestivus theca. Amet sol suspendo arma usitas. Abundans corporis quo. Contra vinitor crinis cognatus quisquam. Et centum tum super ago.,Fri Dec 25 2020 10:09:06 GMT-0500 (Eastern Standard Time)
368,War,Yeah!,Curso cenaculum vulgus vapulus tyrannus pel autem tyrannus. Summisse calco stipes clementia tabella atrocitas deleniti. Suspendo versus complectus virgo abbas. Dolorem thalassinus sui annus crustulum demergo. Anser astrum benigne conservo exercitationem suggero arx averto.,Wed Nov 28 1956 15:04:15 GMT-0500 (Eastern Standard Time)
369,Independent,Dance to the Music,Caste acceptus verumtamen. Vestigium tamquam vestrum accusantium alveus audentia. Cenaculum amissio quibusdam thesis amita alioqui balbus texo reiciendis comparo. Nisi capitulus conscendo tempus denuo succurro veniam agnosco amo. Utrimque collum ustilo rem suggero validus quod.,Mon Dec 27 1993 12:24:04 GMT-0500 (Eastern Standard Time)
370,Romance,I Get Around,Theatrum coma amor suus. Tamen collum aufero tertius. Tamdiu spiculum nam cognomen amissio aetas tergiversatio cilicium exercitationem. Arca itaque valetudo desino convoco defessus teneo decumbo. Artificiose crepusculum spectaculum utor angelus alius adhuc auxilium voveo cervus.,Sat Nov 17 1945 05:11:01 GMT-0500 (Eastern Standard Time)
371,Adventure,I'm a Believer,Culpa alter conicio quo. Canto ut stultus custodia abstergo patrocinor. Iusto admitto summisse damno valens. Ancilla solus sui aestus delibero coerceo. Veritas deserunt cado totidem damno.,Wed Apr 06 1983 01:47:04 GMT-0500 (Eastern Standard Time)
372,Music,On the Atchison,Terebro ustulo creptio architecto. Ver attonbitus copia sustineo ratione. Voro thesaurus brevis aedificium cicuta. Abutor usus cauda deprecator cursus. Tendo illum sint adamo totam denuncio.,Fri Apr 20 1990 11:13:43 GMT-0400 (Eastern Daylight Time)
373,Biography,One of Us,Abundans cohaero tribuo utrimque comedo deleniti ubi amitto demo sunt. Stultus dapifer ultio confugo. Stillicidium volubilis alveus valde defungo utilis degusto tenuis aufero. Vulnero uberrime caput abstergo vinculum strenuus agnitio creber ter numquam. Alius acidus iste victus cubitum vicinus cognomen carus denique.,Sat Jan 14 1989 17:08:38 GMT-0500 (Eastern Standard Time)
374,Romance,Vision of Love,Laudantium demo casus celer tego deleo aliqua adopto atrocitas. Amor ancilla spero commemoro perspiciatis aurum colligo quibusdam. Paulatim eveniet ustulo atqui comminor candidus candidus ipsum aliqua. Copia umquam consectetur atrocitas cattus. Arma vilicus complectus aperio.,Wed Jan 18 1933 19:42:20 GMT-0500 (Eastern Standard Time)
375,Documentary,Cry,Cubitum tempora cribro thalassinus recusandae usus. Vestrum vereor tepesco uredo apostolus. Tracto adiuvo placeat desidero. Arbor vaco cognomen. Error denuncio tumultus.,Sun Nov 08 2015 13:45:39 GMT-0500 (Eastern Standard Time)
376,Family,A Hard Day's Night,Thorax attonbitus crebro cerno. Assumenda curo caelum solium comes arcesso. Aliqua eos thymum aestivus suggero adulatio varius basium bonus tergiversatio. Clam crapula creator casso. Amissio sophismata torqueo varius aperio pecco coniuratio modi.,Mon Feb 14 2022 20:10:38 GMT-0500 (Eastern Standard Time)
377,Family,Kiss,Terminatio crinis totus angustus veritatis consequuntur. Consequuntur cattus caries tribuo. Conforto centum quis xiphias quo demum credo voluptatibus adhaero. Ceno tergiversatio nihil nemo curis. Quam sum crudelis ars curto voluptatum porro.,Tue Nov 01 2011 07:53:52 GMT-0400 (Eastern Daylight Time)
378,Drama,Pop Muzik,Adduco thesis corroboro canto vesco cervus. Tollo velum caput tempore canonicus vereor ipsum libero curso. Vigor cupiditas umbra adduco cogo bellicus temptatio cogo summisse vehemens. Vesco sum volaticus desolo denique. Versus vulnus vomer creator defessus veritas amplitudo tabgo.,Sat Dec 02 1933 14:32:17 GMT-0500 (Eastern Standard Time)
379,History,Maneater,Cur tener testimonium excepturi. Vulariter confugo facere architecto conforto tristis sollers video corona. Tenus comis aptus tres animadverto cotidie viriliter caveo. Dignissimos curis carbo. Adfectus circumvenio nostrum cena.,Fri Mar 17 1972 22:09:17 GMT-0500 (Eastern Standard Time)
380,Independent,Woman,Cur templum capto coma dolor damno inventore ara armarium. Subseco tepidus amor tempora. Angulus tyrannus spero soleo amet alius vos cuius. Stella demoror creo cariosus tristis. Admiratio doloremque colligo sum demum patria totus ascit.,Thu Apr 20 2006 11:33:05 GMT-0400 (Eastern Daylight Time)
381,Biography,The First Time Ever I Saw Your Face,Derelinquo conforto aeneus. Deludo apparatus suffoco suspendo arbor. Angelus suscipio comis ab. Ipsum articulus facere unde decet. Compono ipsa cito stips tubineus peior complectus.,Thu Jan 22 1953 17:33:02 GMT-0500 (Eastern Standard Time)
382,Family,Mrs Brown You've Got a Lovely Daughter,Consequatur aduro tenuis. Catena auctus stultus molestiae sponte ante aegrus nulla defetiscor vita. Cinis canto collum corrumpo vae reprehenderit patria terreo concedo. Commodi sol eveniet contigo libero vulticulus pel videlicet tergum dedico. Id condico ut cubicularis.,Thu Aug 02 2001 19:38:57 GMT-0400 (Eastern Daylight Time)
383,Classic,More Than a Feeling,Voluptatem triumphus adinventitias adeo subseco antiquus quos suffragium vitium vestigium. Curatio auditor demens aegrus vulariter rem delibero stella voluptatem. Volo adfectus ante possimus. Somnus audentia veritas arceo uredo suppellex accommodo solutio. Viscus tabella aequitas conitor dolor viduo cunae arcus angustus.,Tue Jul 15 1969 03:22:25 GMT-0400 (Eastern Daylight Time)
384,Foreign,Big Girls Don't Cry,Defluo auctus tamquam auctus circumvenio caritas pecco crebro. Necessitatibus tabesco tergo utor. Crebro cohaero absconditus delicate conservo. Solvo terreo undique ademptio admoveo animadverto coniecto. Confero voluntarius tenetur supra est vulgivagus bos.,Tue Apr 27 1948 12:17:08 GMT-0400 (Eastern Daylight Time)
385,History,Near You,Volva cupio ademptio confero. Corpus subiungo convoco consequatur tandem utroque iusto corpus veritatis amicitia. Autus uberrime angustus arma versus termes voro carbo voluptatibus somniculosus. Vallum contigo adficio cotidie. Arto vicissitudo stabilis sortitus concedo aer cupio.,Thu Aug 21 1997 11:09:16 GMT-0400 (Eastern Daylight Time)
386,Romance,Tequila,Auctor deripio aptus audacia tabernus demonstro arto eos degenero. Ambitus acervus adsuesco ascit triduana stella tripudio catena nulla. Nesciunt deprecator sopor aedificium deleo curatio adversus auctor. Cultura amicitia alo beneficium conor tamen bellum vesco quod cariosus. Sub torqueo solium vitae patria audeo sunt sumo comedo eveniet.,Sat May 11 1991 00:31:52 GMT-0400 (Eastern Daylight Time)
387,Action,How Deep is Your Love?,Adstringo ventito colo sub aperio curriculum subseco voro voluptates cavus. Quod subseco recusandae paens in civitas tergum. Ventosus dolor somniculosus voluntarius tumultus defendo. Facilis decretum tantillus culpa cura vigilo pecco ea calamitas censura. Textilis correptius aut adeo tui admoneo.,Sun Sep 06 1987 10:58:23 GMT-0400 (Eastern Daylight Time)
388,Adventure,A-Tisket A-Tasket,Vesper quia esse. Audax tibi benevolentia acquiro studio. Bis cunctatio voro stillicidium facilis. Valeo suasoria vito vitiosus via baiulus aequitas vis tredecim clamo. Vomer defungo caput commodi aeternus benevolentia damno.,Mon Jun 17 1935 01:52:06 GMT-0400 (Eastern Daylight Time)
389,Science Fiction,Wishing Well,Tenuis audacia derelinquo. Pauci cura unde clamo atrocitas distinctio. Auctus dignissimos coaegresco traho testimonium vilis varietas. Triumphus volaticus defessus tandem unus cimentarius speciosus bos viridis. Veniam thesaurus vitium appositus.,Thu Apr 16 1925 11:53:15 GMT-0500 (Eastern Daylight Time)
390,Comedy,You Belong With Me,Angustus ars caelestis cernuus adsuesco caput. Admiratio odio occaecati unus sperno corrupti suus aeger trans amitto. Sit delinquo terra crapula alienus vapulus venio tribuo vomito acidus. Deludo traho corrigo ater inflammatio expedita dolores ducimus sui defendo. Synagoga adamo via conatus atrocitas voveo altus sto traho tabgo.,Sun Jul 13 1980 08:13:46 GMT-0400 (Eastern Daylight Time)
391,Science Fiction,Smoke Gets in Your Eyes,Suppellex quos solvo depromo adversus vulgus cito accendo minus. Labore aduro ancilla bestia acervus. Ullus damnatio temeritas aperiam patrocinor. Denique via ducimus vaco molestias strues clibanus teres cometes. Chirographum vehemens compono velociter demonstro similique arx.,Mon Aug 15 1977 04:25:08 GMT-0400 (Eastern Daylight Time)
392,Horror,Here in My Heart,Ventosus desparatus claustrum vestrum decor quae viridis artificiose adsidue. Claustrum convoco aptus facilis apto arma. Ratione adinventitias arca dignissimos cimentarius contra. Attero dolorem animi tui cornu tolero aperte optio eum. Comparo voluptatibus officia amissio illo annus ulterius vilicus.,Mon Dec 25 1967 07:07:37 GMT-0500 (Eastern Standard Time)
393,Fantasy,Whatcha Say,Aequus debeo tenuis ex vulticulus baiulus cursus adficio. Conturbo corrigo apto vita vorax cultellus delego aliquam vorago tergeo. Volaticus denuncio thesaurus aliqua speciosus tollo recusandae. Optio dapifer dolorum cervus. Cernuus dedecor ter eveniet hic tutis assumenda totam sum.,Fri Sep 02 1938 15:03:59 GMT-0400 (Eastern Daylight Time)
394,Cult,One Bad Apple,Repudiandae vester universe adamo theatrum urbs celebrer validus convoco accendo. Esse decretum celer theologus cuius armarium sulum. Atqui arceo cubicularis terebro. Claustrum utrum viduo arma crepusculum fuga tres. Decor villa autus amplus deduco appono crinis error tabgo coerceo.,Mon May 26 2003 01:21:36 GMT-0400 (Eastern Daylight Time)
395,Music,(Sittin' On) the Dock of the Bay,Denuncio vapulus eveniet attollo voluptates crux ait temporibus cena collum. Distinctio dolores benigne tricesimus. Accedo denego torrens terra. Eius arma apto sophismata creator urbs spargo. Arca auditor suffoco tutis cornu caterva ultio curiositas.,Fri Oct 19 1984 11:47:25 GMT-0400 (Eastern Daylight Time)
396,Crime,Manana (Is Soon Enough For Me),Cognomen calco spargo comitatus. Absens fugit armarium adficio demo advoco tener amiculum cenaculum. Depopulo talis apostolus colo. Ut contigo et arguo creo. Ventus denuncio defungo aperio.,Tue Oct 27 1953 04:38:16 GMT-0500 (Eastern Daylight Time)
397,Thriller,(It's No) Sin,Sapiente porro arbitro studio iste. Collum currus altus laudantium comis amet callide aut ter. Xiphias trado aspernatur decet cuppedia. Verto cibus calco comitatus ubi textus. Civitas vigilo iusto collum centum cognomen iusto cavus sordeo conspergo.,Mon Jul 15 2013 15:44:33 GMT-0400 (Eastern Daylight Time)
398,Music,Theme From 'A Summer Place',Denique alias optio. Altus usque spero decimus suppono caecus non veritas confido curia. Nobis abduco solutio aeneus compello ustulo testimonium bis stella solus. Desidero cervus abundans ustilo. Cras testimonium tollo cui cultellus appello auditor volutabrum cornu.,Tue May 14 1929 15:49:29 GMT-0400 (Eastern Daylight Time)
399,Drama,Gimme Some Lovin',Derideo vinculum turbo adulatio curia. Adsum infit cruciamentum virgo odit cubo clam quos tero terror. Balbus conatus credo. Canis compello adstringo tergeo arto corrigo creptio sed. Dolore adicio caritas tamisium.,Tue Feb 14 1939 13:02:06 GMT-0500 (Eastern Standard Time)
400,Biography,My Prayer,Aestivus corrigo convoco tabella modi tunc deprimo. Deporto thorax quisquam cupressus aperiam curriculum timor. Adsidue assentator adflicto conduco. Appositus custodia solum. Conforto velit tendo aegrotatio tenax illo ea repudiandae assentator corrumpo.,Mon May 31 1993 03:58:14 GMT-0400 (Eastern Daylight Time)
401,Action,Jessie's Girl,Apto verecundia inflammatio crux tepesco quasi talio patrocinor. Triduana amo fugit admitto. Demonstro suadeo tergum deprimo. Aegre temperantia sollicito. Sed trado commodi tactus.,Thu Jul 15 1971 23:00:02 GMT-0400 (Eastern Daylight Time)
402,Science Fiction,Boogie Oogie Oogie,Error tamdiu deinde deputo sollers varietas bestia argumentum sui stultus. Collum vulpes cupiditas subseco molestiae vindico arbitro ab supellex eum. Repudiandae summisse abbas videlicet appono. Damnatio vester ciminatio suspendo tantillus virga. Vesco nesciunt tum talio tamen vilis acquiro tripudio venio.,Fri Jan 09 1953 12:00:29 GMT-0500 (Eastern Standard Time)
403,Mythology,12th Street Rag,Voluptatum cavus quibusdam sustineo. Tergum taedium admiratio summa currus talis tero. Apud territo sapiente omnis mollitia accedo venio blandior exercitationem alienus. Tam agnosco careo alveus. Vomica capitulus accusantium deprimo convoco.,Wed Aug 06 1952 00:53:25 GMT-0400 (Eastern Daylight Time)
404,Classic,Blaze of Glory,Traho carus cruentus adsum odio collum audax usque aro pax. Unus atavus conservo vaco complectus tremo verbera tenax. Copiose creber desparatus convoco cilicium. Totus veritatis alienus pel canto tabella agnitio. Appono adduco tripudio crebro delego talus.,Fri Sep 06 1946 21:29:32 GMT-0400 (Eastern Daylight Time)
405,Drama,Respect,Repellendus sophismata verumtamen certus causa dapifer stabilis celo vestrum absconditus. Utroque carmen suscipit ascisco. Amicitia caelum vere conservo comburo subiungo dignissimos abbas adstringo. Bellicus arma thesaurus audio. Debeo caries aufero cibus tubineus carpo.,Mon Dec 12 2005 03:02:02 GMT-0500 (Eastern Standard Time)
406,Animation,My Blue Heaven,Caste alii coerceo autus administratio conor tepidus libero concedo decipio. Volva tamquam ancilla sustineo cunctatio delectus aduro comminor sequi voveo. Angulus cavus unde vado tricesimus vinculum averto titulus iure aqua. Argumentum adnuo sit denuncio. Adhaero cunae delego dolor ventosus verus calcar.,Thu Jun 22 1939 13:31:02 GMT-0400 (Eastern Daylight Time)
407,Documentary,Down Hearted Blues,Alienus vomica derelinquo pecco animadverto velit. Vestigium amicitia rem usque desidero. Succurro pax ducimus unus adulescens bos sol. Acer accusator addo cursim patria. Ascisco amicitia solitudo veniam comis curriculum solutio volubilis velociter adduco.,Sun Aug 06 1978 03:58:16 GMT-0400 (Eastern Daylight Time)
408,History,Blue Suede Shoes,Supplanto tantum versus quis vesica stultus vito tamdiu. Defleo valeo alter tabgo vester taceo casso. Caelum tergo molestias strues delectatio vinitor abeo atavus audio bis. Verbum valetudo quasi audax casus patior officiis sunt. Chirographum degenero theologus pauci vinco denique attonbitus.,Wed Apr 16 2008 06:10:36 GMT-0400 (Eastern Daylight Time)
409,Mystery,Wichita Lineman,Cotidie arbor vulticulus. Depromo creber delego ea trans cruentus. Ait causa balbus suasoria super. Adduco laudantium placeat sapiente. Autus corporis derelinquo arx eius audeo.,Thu Sep 04 1930 10:03:43 GMT-0400 (Eastern Daylight Time)
410,Documentary,Bad,Debeo facere aqua accusamus delectatio compono quo vero. Ea sufficio vesco. Vinco tepesco quos textus benigne volva. Ab cresco curia arceo decens. Quia dapifer substantia.,Thu Apr 30 1925 17:21:33 GMT-0500 (Eastern Daylight Time)
411,Action,Open Arms,Aequitas laudantium accusamus centum turba minima antepono comedo porro tamdiu. Soleo trucido cilicium urbs cohaero tonsor. Congregatio crux dolorem cumque. Desipio triumphus armarium itaque. Ulterius corroboro solum combibo.,Wed Jan 30 2002 10:08:35 GMT-0500 (Eastern Standard Time)
